Q0_1,Q0_2,DQ0_1,DQ0_2,Label
2.0246944057914993,0.9481887420853301,-5.5677413861939336,-7.690045129139282,1.0
-1.7477625394225653,-2.370738467409976,-1.1754086292554362,-7.105904009798435,1.0
1.425893844660778,1.3874343326580654,-5.997963698684261,0.22182436287560847,1.0
1.7262684774124653,0.24997980941375486,5.98844700090781,2.3401205897034494,0.0
-2.4347335155746834,-0.8160809660225596,-1.6355295836194301,-7.035501890872091,1.0
0.23010833100828565,-2.0433228292310126,6.394187246902877,7.959757057963582,1.0
2.0836579774695787,-1.4688769180697845,5.368524397757115,4.220088651767298,0.0
-1.841400596050582,-0.301506682876834,0.731767205247861,3.222044962047258,1.0
1.2696688075911133,1.9806421020733653,3.4511979980593956,5.713622621737223,1.0
-3.1192019355306333,2.6486368793544335,6.537097730918699,-6.936693258460629,1.0
0.203619034559964,-2.613459944635557,-1.304710518187834,1.9082694983692026,1.0
-0.009647254972732,-0.7403358932135724,7.27866044178,-4.550799460127077,1.0
3.128957330999657,-1.0818200054275704,-7.315958736117185,-3.680722416818343,1.0
0.4931041595208203,-0.7425666006961373,1.700395160736079,0.21697976271713237,1.0
1.8506530109888093,-2.428080174371433,5.437914613286647,-7.216773256289125,1.0
-1.3604555964281377,-2.6062685103071317,-2.196514499351215,2.353253278322395,1.0
-1.4723297314437074,2.1139058259273167,-7.907051750021854,-4.470592742658543,1.0
3.0676043208182637,-1.6163284015452468,-2.296804570342834,-5.3997331910258595,1.0
-1.0071978962858354,1.8979426333019989,5.425431883331033,0.6793295826710732,1.0
3.1390979932956222,0.6034965007368767,-2.4001825145124958,0.2805029563417616,1.0
1.1781203874339763,-1.8002981552131125,-5.179150007989781,4.619883437183603,1.0
-0.15891529368452106,-2.711691328978184,-3.6607167388986444,5.388908218446625,1.0
1.6302497710567083,-2.7666122509496147,1.6904265566873917,-6.99672655468955,1.0
1.955921567407616,-2.0361676333899874,-2.2743065219128695,5.884179744748966,1.0
1.5572957829628402,2.789401232213976,-7.644917947342279,4.44827076009442,1.0
-2.1989628441168363,0.23445906337428646,-2.5104266118234335,0.12784478167659863,1.0
-0.8793187449555528,-1.0789670958468274,-6.831961400017988,-6.596766316488441,0.0
1.996266651030334,0.9802198753737432,5.384096472312169,1.204088236424763,1.0
-1.6632499104243987,2.9762729003324457,2.8304656917621216,-4.314211351001022,1.0
3.0916058959049515,1.7884255827128204,5.581207678532193,-3.5207767313406695,0.0
2.2932722233136102,0.2482997259739328,2.8203321357561997,-7.395007974447772,1.0
-1.0028782911480376,2.184069775725032,-1.9661918328010017,-6.783595161807876,1.0
-1.3994692062142762,-2.4561812387318454,-6.280108426290726,-1.0037597918077399,1.0
2.137770034712368,1.0241204987587365,1.1915385474197535,3.2725579040860584,1.0
2.353445874357007,1.7867643958859798,0.00817380497246134,-3.859084459928061,1.0
2.452047045137115,2.6585197247914065,-7.169840292336007,0.550781993527595,1.0
-1.3768047615215164,-0.7513040993382618,4.497649632152315,3.5486796578797684,1.0
-2.0434504296844676,-1.3466481597228543,-2.98961390787405,5.156764402283102,1.0
1.3901669830980339,-0.5160281149103616,-4.55254379290392,-6.109412126897723,1.0
1.0543227335912047,0.929800169152494,4.6434732234063,-1.5872529313282087,1.0
-0.307134247188793,-1.6516278978090013,-7.246217285698231,-0.8439227218965026,1.0
2.1903342268021317,1.0939941316256432,6.619491542250977,5.402729633903611,1.0
-1.030582468804187,-2.9624410433939334,-4.151864683562339,-2.484331395370516,1.0
2.6139509656339186,-2.0854715448826724,-2.7433085687446237,5.952584341414562,1.0
2.551744029901756,-1.0758842037510834,-4.455382877067647,-2.9752058473505105,1.0
-0.33462540536653895,-0.043688427458973056,-3.3946850301713027,-2.31186397728556,1.0
2.7330836265087344,3.0821637821956367,-4.672730553067273,-0.9927046970900708,1.0
-0.22601829717401323,-2.0824598703997506,7.900706450760676,2.7396271187806303,1.0
2.1611480775977725,2.574149939711921,4.486637822858803,-6.560303652576758,1.0
-0.8713272863664732,-1.5583274851059012,-3.4321703978962113,1.379379219592682,1.0
-2.028219307994479,-0.8233684030350625,-2.9073228040575696,0.18039353482790688,1.0
2.291672580813919,-2.0772126693179134,5.953821615763475,-7.222156691062809,1.0
0.42827330872879354,-1.1019116944354383,6.714071887323049,-4.2835448256339586,1.0
1.1208326969313003,-0.039965270294113786,-1.1982722547025784,-6.368888885178066,1.0
-2.0298126219233783,2.5181997704495123,5.645554643462324,1.1705869652815792,1.0
-1.8231672976616173,-1.0971976264765075,-3.102873486296385,-1.2299195882938232,1.0
